,Target in Reaction,Target,Cycle Number,Pseudo Target dRn,Target in Reaction dRn,CrossTalk %,Multiplex Combination
42,ABY-ENTEROB,AF647-ENT.FAECIUM,3.0,646.9898224080439,-1801.8084788602864,-35.90780207768197,MultiplexTwo
43,ABY-ENTEROB,AF647-ENT.FAECIUM,4.0,616.779243243594,-902.4079733455874,-68.34815975272765,MultiplexTwo
44,ABY-ENTEROB,AF647-ENT.FAECIUM,5.0,31.809844499066074,-776.9293428308592,-4.094303399992863,MultiplexTwo
45,ABY-ENTEROB,AF647-ENT.FAECIUM,6.0,-210.1430366063015,-373.4663373161893,56.26826720620532,MultiplexTwo
46,ABY-ENTEROB,AF647-ENT.FAECIUM,7.0,-186.7262430290524,1150.7935431985388,-16.225868152688943,MultiplexTwo
47,ABY-ENTEROB,AF647-ENT.FAECIUM,8.0,158.57336304819722,1001.2096737132379,15.838177278100801,MultiplexTwo
48,ABY-ENTEROB,AF647-ENT.FAECIUM,9.0,300.8144516693919,683.5945542279369,44.00480515956373,MultiplexTwo
49,ABY-ENTEROB,AF647-ENT.FAECIUM,10.0,205.5833799512311,876.2138097426359,23.46269571026456,MultiplexTwo
50,ABY-ENTEROB,AF647-ENT.FAECIUM,11.0,-102.6151523992539,1291.301815257364,-7.946643548921372,MultiplexTwo
51,ABY-ENTEROB,AF647-ENT.FAECIUM,12.0,-49.21188573850844,761.3429457720631,-6.463826323182601,MultiplexTwo
52,ABY-ENTEROB,AF647-ENT.FAECIUM,13.0,36.75098938170967,376.96220128676214,9.74925052333099,MultiplexTwo
53,ABY-ENTEROB,AF647-ENT.FAECIUM,14.0,-368.4540279541269,437.2064568014612,-84.27460807639552,MultiplexTwo
54,ABY-ENTEROB,AF647-ENT.FAECIUM,15.0,-407.75419909855725,662.1225873161893,-61.58288614670666,MultiplexTwo
55,ABY-ENTEROB,AF647-ENT.FAECIUM,16.0,88.1805845909968,503.00746783085924,17.530671059668705,MultiplexTwo
56,ABY-ENTEROB,AF647-ENT.FAECIUM,17.0,103.39835778250398,-1823.5607766544126,-5.670134996663139,MultiplexTwo
57,ABY-ENTEROB,AF647-ENT.FAECIUM,18.0,-280.85545716075444,-2065.5821461397136,13.596915411262355,MultiplexTwo
58,ABY-ENTEROB,AF647-ENT.FAECIUM,19.0,-437.4825936372158,-1335.3847656249854,32.760789616501704,MultiplexTwo
59,ABY-ENTEROB,AF647-ENT.FAECIUM,20.0,-386.32366596572825,-622.8905101103155,62.021119232866354,MultiplexTwo
60,ABY-ENTEROB,AF647-ENT.FAECIUM,21.0,-249.19555818712394,1147.2131204044126,-21.721819054795866,MultiplexTwo
61,ABY-ENTEROB,AF647-ENT.FAECIUM,22.0,-103.35744178730374,2448.3011259191117,-4.221598425663531,MultiplexTwo
62,ABY-ENTEROB,AF647-ENT.FAECIUM,23.0,-301.62912477255423,4862.576631433811,-6.203071902717015,MultiplexTwo
63,ABY-ENTEROB,AF647-ENT.FAECIUM,24.0,-868.195500750969,9429.91463694851,-9.20682248118329,MultiplexTwo
64,ABY-ENTEROB,AF647-ENT.FAECIUM,25.0,-920.1862083944228,19479.533892463238,-4.723861533208703,MultiplexTwo
65,ABY-ENTEROB,AF647-ENT.FAECIUM,26.0,-461.7483805764507,36226.02814797794,-1.2746315403120574,MultiplexTwo
66,ABY-ENTEROB,AF647-ENT.FAECIUM,27.0,-341.2521115963693,66259.88177849264,-0.5150207070051499,MultiplexTwo
67,ABY-ENTEROB,AF647-ENT.FAECIUM,28.0,154.71750790861444,107455.93853400736,0.1439822777776492,MultiplexTwo
68,ABY-ENTEROB,AF647-ENT.FAECIUM,29.0,806.5644467495358,159289.05778952205,0.5063527011474301,MultiplexTwo
69,ABY-ENTEROB,AF647-ENT.FAECIUM,30.0,1028.5691767281523,217344.3332950368,0.4732440736478315,MultiplexTwo
70,ABY-ENTEROB,AF647-ENT.FAECIUM,31.0,911.3684776296204,273256.39005055145,0.3335213780219451,MultiplexTwo
71,ABY-ENTEROB,AF647-ENT.FAECIUM,32.0,820.8454518709323,319725.9780560662,0.25673404984533077,MultiplexTwo
72,ABY-ENTEROB,AF647-ENT.FAECIUM,33.0,527.6572192030644,355714.0660615809,0.1483374624583209,MultiplexTwo
73,ABY-ENTEROB,AF647-ENT.FAECIUM,34.0,-87.10779569136585,382601.6228170956,-0.022767231108428446,MultiplexTwo
74,ABY-ENTEROB,AF647-ENT.FAECIUM,35.0,-241.87183402329612,399118.0233226103,-0.060601581459474495,MultiplexTwo
75,ABY-ENTEROB,AF647-ENT.FAECIUM,36.0,107.35175276684396,408997.298828125,0.026247545662143094,MultiplexTwo
76,ABY-ENTEROB,AF647-ENT.FAECIUM,37.0,73.60323262339017,414221.8243336397,0.017769037819722798,MultiplexTwo
77,ABY-ENTEROB,AF647-ENT.FAECIUM,38.0,-245.63601017631356,418153.2248391544,-0.05874306249121938,MultiplexTwo
78,ABY-ENTEROB,AF647-ENT.FAECIUM,39.0,-369.8110745092205,422069.1253446691,-0.0876186037553034,MultiplexTwo
79,ABY-ENTEROB,AF647-ENT.FAECIUM,40.0,-142.13762809993983,424689.52585018385,-0.033468597516125506,MultiplexTwo
80,ABY-ENTEROB,AF676-ENTEROB,1.0,477.2038541226777,-2000.1407398896845,-23.858513783834898,MultiplexTwo
81,ABY-ENTEROB,AF676-ENTEROB,2.0,593.1322598843965,-1975.1152343750146,-30.03026099750991,MultiplexTwo
82,ABY-ENTEROB,AF676-ENTEROB,3.0,511.3127408414277,-1801.8084788602864,-28.377751955349485,MultiplexTwo
83,ABY-ENTEROB,AF676-ENTEROB,4.0,256.9960294156464,-902.4079733455874,-28.478918294888206,MultiplexTwo
84,ABY-ENTEROB,AF676-ENTEROB,5.0,304.0643887906464,-776.9293428308592,-39.13668489887921,MultiplexTwo
85,ABY-ENTEROB,AF676-ENTEROB,6.0,830.4703946500215,-373.4663373161893,-222.3682060926731,MultiplexTwo
86,ABY-ENTEROB,AF676-ENTEROB,7.0,887.3790250211152,1150.7935431985388,77.11018455619033,MultiplexTwo
87,ABY-ENTEROB,AF676-ENTEROB,8.0,599.4052701383027,1001.2096737132379,59.8681061395719,MultiplexTwo
88,ABY-ENTEROB,AF676-ENTEROB,9.0,352.2196011929902,683.5945542279369,51.52463532872829,MultiplexTwo
89,ABY-ENTEROB,AF676-ENTEROB,10.0,189.10204748205268,876.2138097426359,21.58172416132043,MultiplexTwo
90,ABY-ENTEROB,AF676-ENTEROB,11.0,241.89910558752143,1291.301815257364,18.732964108728485,MultiplexTwo
91,ABY-ENTEROB,AF676-ENTEROB,12.0,441.97857336095893,761.3429457720631,58.05249471547372,MultiplexTwo
92,ABY-ENTEROB,AF676-ENTEROB,13.0,224.24584631017768,376.96220128676214,59.48762118448839,MultiplexTwo
93,ABY-ENTEROB,AF676-ENTEROB,14.0,246.50683263830268,437.2064568014612,56.38224889030935,MultiplexTwo
94,ABY-ENTEROB,AF676-ENTEROB,15.0,698.4540982633027,662.1225873161893,105.4871275566021,MultiplexTwo
95,ABY-ENTEROB,AF676-ENTEROB,16.0,628.802792110959,503.00746783085924,125.00863949844967,MultiplexTwo
96,ABY-ENTEROB,AF676-ENTEROB,17.0,299.2362027554902,-1823.5607766544126,-16.409445003773467,MultiplexTwo
97,ABY-ENTEROB,AF676-ENTEROB,18.0,268.51958898595893,-2065.5821461397136,-12.999705167271355,MultiplexTwo
98,ABY-ENTEROB,AF676-ENTEROB,19.0,776.5692105679902,-1335.3847656249854,-58.153217751030816,MultiplexTwo
99,ABY-ENTEROB,AF676-ENTEROB,20.0,662.1805997281465,-622.8905101103155,-106.30770399935497,MultiplexTwo
100,ABY-ENTEROB,AF676-ENTEROB,21.0,40.045345821896376,1147.2131204044126,3.4906631653392957,MultiplexTwo
101,ABY-ENTEROB,AF676-ENTEROB,22.0,7.679867306271376,2448.3011259191117,0.3136814840694195,MultiplexTwo
102,ABY-ENTEROB,AF676-ENTEROB,23.0,787.0021329312715,4862.576631433811,16.184878770727178,MultiplexTwo
103,ABY-ENTEROB,AF676-ENTEROB,24.0,776.2985196500215,9429.91463694851,8.23229636255996,MultiplexTwo
104,ABY-ENTEROB,AF676-ENTEROB,25.0,199.71374181799018,19479.533892463238,1.0252490789590236,MultiplexTwo
105,ABY-ENTEROB,AF676-ENTEROB,26.0,8.502560177365183,36226.02814797794,0.023470859522974723,MultiplexTwo
106,ABY-ENTEROB,AF676-ENTEROB,27.0,-46.02563806482232,66259.88177849264,-0.0694623003081811,MultiplexTwo
107,ABY-ENTEROB,AF676-ENTEROB,28.0,-507.6084627718536,107455.93853400736,-0.47238753827570645,MultiplexTwo
108,ABY-ENTEROB,AF676-ENTEROB,29.0,-915.1996492952911,159289.05778952205,-0.5745527420374336,MultiplexTwo
109,ABY-ENTEROB,AF676-ENTEROB,30.0,-981.8897127718536,217344.3332950368,-0.4517668797184489,MultiplexTwo
110,ABY-ENTEROB,AF676-ENTEROB,31.0,-804.4312166781036,273256.39005055145,-0.29438697354132753,MultiplexTwo
111,ABY-ENTEROB,AF676-ENTEROB,32.0,-922.9822420687286,319725.9780560662,-0.2886791519664621,MultiplexTwo
112,ABY-ENTEROB,AF676-ENTEROB,33.0,-731.5097078890411,355714.0660615809,-0.20564542639210753,MultiplexTwo
113,ABY-ENTEROB,AF676-ENTEROB,34.0,-298.8948397249786,382601.6228170956,-0.07812168634419688,MultiplexTwo
114,ABY-ENTEROB,AF676-ENTEROB,35.0,-601.6026033968536,399118.0233226103,-0.15073300834389367,MultiplexTwo
115,ABY-ENTEROB,AF676-ENTEROB,36.0,-1297.0694002718537,408997.298828125,-0.31713397716519587,MultiplexTwo
116,ABY-ENTEROB,AF676-ENTEROB,37.0,-1381.8175692171662,414221.8243336397,-0.33359361772888274,MultiplexTwo
117,ABY-ENTEROB,AF676-ENTEROB,38.0,-1006.9481844515411,418153.2248391544,-0.24080842251996762,MultiplexTwo
118,ABY-ENTEROB,AF676-ENTEROB,39.0,-742.6052889437286,422069.1253446691,-0.17594399693114346,MultiplexTwo
119,ABY-ENTEROB,AF676-ENTEROB,40.0,-719.9876131624786,424689.52585018385,-0.16953269843920427,MultiplexTwo
120,ABY-ENTEROB,BRAF700-KLEB,1.0,625.5365195677051,-2000.1407398896845,-31.274625184736042,MultiplexTwo
121,ABY-ENTEROB,BRAF700-KLEB,2.0,470.76141806821516,-1975.1152343750146,-23.834630500289677,MultiplexTwo
122,ABY-ENTEROB,BRAF700-KLEB,3.0,384.04327381359815,-1801.8084788602864,-21.314322710731187,MultiplexTwo
123,ABY-ENTEROB,BRAF700-KLEB,4.0,629.7484121822722,-902.4079733455874,-69.78533332851026,MultiplexTwo
124,ABY-ENTEROB,BRAF700-KLEB,5.0,874.1275846695987,-776.9293428308592,-112.51056389305403,MultiplexTwo
125,ABY-ENTEROB,BRAF700-KLEB,6.0,331.8187040258215,-373.4663373161893,-88.84835683192847,MultiplexTwo
126,ABY-ENTEROB,BRAF700-KLEB,7.0,150.53508430733734,1150.7935431985388,13.080980962835184,MultiplexTwo
127,ABY-ENTEROB,BRAF700-KLEB,8.0,517.286144001695,1001.2096737132379,51.66611525867596,MultiplexTwo
128,ABY-ENTEROB,BRAF700-KLEB,9.0,804.5631131198809,683.5945542279369,117.69595122485548,MultiplexTwo
129,ABY-ENTEROB,BRAF700-KLEB,10.0,448.513238976348,876.2138097426359,51.18764780802606,MultiplexTwo
130,ABY-ENTEROB,BRAF700-KLEB,11.0,-315.21252322870856,1291.301815257364,-24.41044529670121,MultiplexTwo
131,ABY-ENTEROB,BRAF700-KLEB,12.0,-420.91839560222195,761.3429457720631,-55.28630664271497,MultiplexTwo
132,ABY-ENTEROB,BRAF700-KLEB,13.0,-115.89439813320604,376.96220128676214,-30.74430214424682,MultiplexTwo
133,ABY-ENTEROB,BRAF700-KLEB,14.0,-4.842705962041833,437.2064568014612,-1.1076474024355372,MultiplexTwo
134,ABY-ENTEROB,BRAF700-KLEB,15.0,-86.09079177549663,662.1225873161893,-13.002243606346708,MultiplexTwo
135,ABY-ENTEROB,BRAF700-KLEB,16.0,-79.09396639510376,503.00746783085924,-15.724213148600771,MultiplexTwo
136,ABY-ENTEROB,BRAF700-KLEB,17.0,-118.3779942861953,-1823.5607766544126,6.491584804942829,MultiplexTwo
137,ABY-ENTEROB,BRAF700-KLEB,18.0,-282.9828305879314,-2065.5821461397136,13.6999068817857,MultiplexTwo
138,ABY-ENTEROB,BRAF700-KLEB,19.0,-597.6519063916206,-1335.3847656249854,44.75503403784214,MultiplexTwo
139,ABY-ENTEROB,BRAF700-KLEB,20.0,-696.9908430351535,-622.8905101103155,111.89620514714771,MultiplexTwo
140,ABY-ENTEROB,BRAF700-KLEB,21.0,-528.4469423831544,1147.2131204044126,-46.063537191491285,MultiplexTwo
141,ABY-ENTEROB,BRAF700-KLEB,22.0,-961.500121961868,2448.3011259191117,-39.27213494218009,MultiplexTwo
142,ABY-ENTEROB,BRAF700-KLEB,23.0,-999.6203238641898,4862.576631433811,-20.557420471323972,MultiplexTwo
143,ABY-ENTEROB,BRAF700-KLEB,24.0,-739.4094825231039,9429.91463694851,-7.841104728837443,MultiplexTwo
144,ABY-ENTEROB,BRAF700-KLEB,25.0,-905.3142036209825,19479.533892463238,-4.647514712717303,MultiplexTwo
145,ABY-ENTEROB,BRAF700-KLEB,26.0,-787.89329834557,36226.02814797794,-2.1749370235322045,MultiplexTwo
146,ABY-ENTEROB,BRAF700-KLEB,27.0,-396.65499499886874,66259.88177849264,-0.5986352289683973,MultiplexTwo
147,ABY-ENTEROB,BRAF700-KLEB,28.0,390.2873641339654,107455.93853400736,0.3632068822426676,MultiplexTwo
148,ABY-ENTEROB,BRAF700-KLEB,29.0,689.753679565628,159289.05778952205,0.4330201265155576,MultiplexTwo
149,ABY-ENTEROB,BRAF700-KLEB,30.0,1362.9371580832278,217344.3332950368,0.62708658533696,MultiplexTwo
150,ABY-ENTEROB,BRAF700-KLEB,31.0,1510.1074530070778,273256.39005055145,0.5526339028074378,MultiplexTwo
151,ABY-ENTEROB,BRAF700-KLEB,32.0,1892.03763562624,319725.9780560662,0.59176850349472,MultiplexTwo
152,ABY-ENTEROB,BRAF700-KLEB,33.0,2179.209273323527,355714.0660615809,0.612629491279736,MultiplexTwo
153,ABY-ENTEROB,BRAF700-KLEB,34.0,2113.5619412942524,382601.6228170956,0.5524184465638428,MultiplexTwo
154,ABY-ENTEROB,BRAF700-KLEB,35.0,2100.277646374352,399118.0233226103,0.526229717437912,MultiplexTwo
155,ABY-ENTEROB,BRAF700-KLEB,36.0,2251.5088543841393,408997.298828125,0.5504947980916378,MultiplexTwo
156,ABY-ENTEROB,BRAF700-KLEB,37.0,2397.107127823614,414221.8243336397,0.5787013109895525,MultiplexTwo
157,ABY-ENTEROB,BRAF700-KLEB,38.0,2323.6975887630892,418153.2248391544,0.5557048112344264,MultiplexTwo
158,ABY-ENTEROB,BRAF700-KLEB,39.0,2604.1115360306885,422069.1253446691,0.6169869766958493,MultiplexTwo
159,ABY-ENTEROB,BRAF700-KLEB,40.0,2617.908173727976,424689.52585018385,0.6164287118895149,MultiplexTwo
160,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,1.0,251.98538235501098,-2000.1407398896845,-12.598382570263977,MultiplexTwo
161,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,2.0,340.9263146202842,-1975.1152343750146,-17.261084755298516,MultiplexTwo
162,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,3.0,82.80108477618191,-1801.8084788602864,-4.595443175434317,MultiplexTwo
163,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,4.0,-28.76970170854397,-902.4079733455874,3.1881036691069093,MultiplexTwo
164,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,5.0,74.47372079110377,-776.9293428308592,-9.585649129912836,MultiplexTwo
165,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,6.0,212.325541728252,-373.4663373161893,-56.852658596774674,MultiplexTwo
166,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,7.0,124.56212829039973,1150.7935431985388,10.824020435862824,MultiplexTwo
167,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,8.0,32.73157618067293,1001.2096737132379,3.2692029491964107,MultiplexTwo
168,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,9.0,66.95082875844568,683.5945542279369,9.793938284669494,MultiplexTwo
169,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,10.0,199.8561164924689,876.2138097426359,22.809058048419853,MultiplexTwo
170,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,11.0,71.34367961711754,1291.301815257364,5.524942253945358,MultiplexTwo
171,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,12.0,117.73822516364031,761.3429457720631,15.464545356001725,MultiplexTwo
172,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,13.0,168.94112031953853,376.96220128676214,44.8164616353728,MultiplexTwo
173,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,14.0,235.85983578793628,437.2064568014612,53.947015676175624,MultiplexTwo
174,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,15.0,165.39354149070945,662.1225873161893,24.97929305826983,MultiplexTwo
175,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,16.0,81.6604014903572,503.00746783085924,16.234431238666268,MultiplexTwo
176,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,17.0,19.431411880630414,-1823.5607766544126,-1.0655752267429313,MultiplexTwo
177,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,18.0,-47.74630819784593,-2065.5821461397136,2.3115182461795167,MultiplexTwo
178,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,19.0,-84.66768062007273,-1335.3847656249854,6.340320992088497,MultiplexTwo
179,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,20.0,-301.74701202667495,-622.8905101103155,48.44302604212653,MultiplexTwo
180,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,21.0,-309.9027594489022,1147.2131204044126,-27.013529913226243,MultiplexTwo
181,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,22.0,-39.546055699254026,2448.3011259191117,-1.6152447621984458,MultiplexTwo
182,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,23.0,-211.85170546523128,4862.576631433811,-4.356778751736881,MultiplexTwo
183,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,24.0,-252.35803882495804,9429.91463694851,-2.676143406814765,MultiplexTwo
184,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,25.0,-212.5997237471844,19479.533892463238,-1.0914004663604433,MultiplexTwo
185,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,26.0,-366.32602781003624,36226.02814797794,-1.011223273811992,MultiplexTwo
186,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,27.0,-530.4292849978884,66259.88177849264,-0.8005285713776523,MultiplexTwo
187,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,28.0,-552.4356183576152,107455.93853400736,-0.5141043165173993,MultiplexTwo
188,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,29.0,-540.2688560142175,159289.05778952205,-0.33917512195226013,MultiplexTwo
189,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,30.0,-401.6509217958197,217344.3332950368,-0.18479935303884532,MultiplexTwo
190,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,31.0,-281.2012004680465,273256.39005055145,-0.10290745640606073,MultiplexTwo
191,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,32.0,-18.81568812464789,319725.9780560662,-0.005884941924033595,MultiplexTwo
192,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,33.0,171.0498046875003,355714.0660615809,0.04808632016758323,MultiplexTwo
193,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,34.0,438.4843892965231,382601.6228170956,0.11460599306086647,MultiplexTwo
194,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,35.0,444.5805949992963,399118.0233226103,0.11139075887834267,MultiplexTwo
195,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,36.0,502.48246476456904,408997.298828125,0.12285715974269301,MultiplexTwo
196,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,37.0,317.72222515484225,414221.8243336397,0.07670340056706651,MultiplexTwo
197,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,38.0,235.845286326365,418153.2248391544,0.05640164234464162,MultiplexTwo
198,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,39.0,416.08260531038866,422069.1253446691,0.09858162569238114,MultiplexTwo
199,ABY-ENTEROB,DYE3.5_AF647-ENT.FAECALIS,40.0,369.51035398191186,424689.52585018385,0.08700717382708956,MultiplexTwo
200,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,1.0,311.106842952636,-2000.1407398896845,-15.554247596086402,MultiplexTwo
201,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,2.0,117.60923478410058,-1975.1152343750146,-5.9545505364559475,MultiplexTwo
202,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,3.0,92.82219790462722,-1801.8084788602864,-5.15161289302739,MultiplexTwo
203,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,4.0,484.0688524314043,-902.4079733455874,-53.64190773234942,MultiplexTwo
204,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,5.0,217.1190958253689,-776.9293428308592,-27.945796851263555,MultiplexTwo
205,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,6.0,75.1192903912085,-373.4663373161893,-20.11407264468121,MultiplexTwo
206,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,7.0,135.93039804298513,1150.7935431985388,11.81188396879404,MultiplexTwo
207,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,8.0,46.816578936949725,1001.2096737132379,4.676001457648593,MultiplexTwo
208,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,9.0,12.594361393414317,683.5945542279369,1.8423729849104196,MultiplexTwo
209,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,10.0,171.0535403342539,876.2138097426359,19.521895048024437,MultiplexTwo
210,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,11.0,291.38161575946805,1291.301815257364,22.564950526410744,MultiplexTwo
211,ABY-ENTEROB,DYE3.5_AF676-P.AERUGINOSA,12.0,12.22214235655764,761.3429457720631,1.6053399357583071,MultiplexTwo
